State,District,Average Household Income (INR/year),Government Subsidy (INR),Competitor Price (INR),Battery Cost (INR),Battery Lifespan (years),Charging Infrastructure (Stations per 100 sq km),Electricity Cost (INR/kWh),Scooter Range (km per charge),Max Speed (km/h),"Loan Availability (1 = Yes, 0 = No)",Rural Road Quality (1-5 scale),Fuel Price (INR/liter)
Himachal Pradesh,Shimla,184764.64,20000.0,70928.0,21395,6,0,5.4,108,51,0,3,99.84
Gujarat,Rajkot,,10000.0,109387.0,28114,6,0,4.97,96,73,1,2,98.55
Bihar,Patna,149852.73,15000.0,62104.0,21613,7,0,6.39,129,51,1,5,109.96
Madhya Pradesh,Bhopal,97057.1,10000.0,72092.0,22470,7,0,4.87,123,57,0,2,95.94
Mizoram,Lunglei,50000.0,15000.0,88747.0,24121,7,0,4.05,96,57,1,1,107.79
West Bengal,Kolkata,155658.0,15000.0,62727.0,25622,3,0,5.89,94,70,1,1,100.98
Arunachal Pradesh,Ziro,189732.06,10000.0,86484.0,32279,4,2,4.61,97,72,0,1,109.13
West Bengal,Siliguri,144583.31,15000.0,67807.0,18104,4,2,3.66,67,68,0,5,97.96
Chhattisgarh,Durg,123257.28,10000.0,90048.0,16382,3,1,3.68,102,59,1,5,109.94
Kerala,Thrissur,173225.11,10000.0,89655.0,30550,7,2,5.45,74,45,1,5,106.3
Uttarakhand,Almora,145833.39,15000.0,73648.0,36226,4,0,7.37,72,59,1,4,103.44
Rajasthan,Jaipur,234287.21,15000.0,,19113,7,1,3.81,102,51,1,3,106.38
Haryana,Faridabad,211636.42,15000.0,69127.0,26669,6,0,4.83,114,64,0,1,106.03
Goa,,197975.4,10000.0,74777.0,15216,3,1,3.66,95,66,1,3,100.12
Haryana,Gurgaon,187886.71,15000.0,88324.0,32764,7,2,6.03,151,50,0,3,108.99
Nagaland,Dimapur,85491.63,10000.0,79808.0,29340,3,3,5.81,106,73,1,3,109.06
Assam,Jorhat,183149.69,15000.0,,16311,5,0,4.63,103,71,0,1,99.09
Sikkim,Mangan,168816.3,20000.0,80239.0,24904,3,1,6.54,97,63,1,2,98.86
Kerala,Kozhikode,180321.24,10000.0,87693.0,34363,3,2,3.62,91,67,0,2,107.88
Uttar Pradesh,Kanpur,174630.47,20000.0,71993.0,30944,7,1,4.0,98,77,0,4,99.59
Assam,,,10000.0,77473.0,35287,3,1,3.73,124,61,1,4,108.76
Sikkim,Gangtok,285043.32,15000.0,75425.0,32951,5,0,4.85,91,75,1,2,104.92
Goa,Vasco da Gama,146190.72,15000.0,68430.0,18692,6,4,5.52,85,63,0,2,109.47
Arunachal Pradesh,Ziro,196816.87,20000.0,90175.0,26055,4,1,4.66,58,52,0,1,107.25
Tamil Nadu,Coimbatore,126450.51,15000.0,89859.0,21963,6,2,4.76,117,62,1,1,107.62
Kerala,Thrissur,189532.08,15000.0,93086.0,28268,3,0,5.8,127,69,1,3,96.17
Arunachal Pradesh,Ziro,,15000.0,63544.0,16131,5,0,4.46,133,59,1,2,102.48
Goa,Mapusa,168221.3,10000.0,80262.0,37047,5,0,4.61,98,88,1,2,101.09
Mizoram,Lunglei,233462.35,20000.0,91385.0,30211,6,1,7.11,91,74,0,5,106.73
Assam,Dibrugarh,105786.2,15000.0,97543.0,18209,7,1,6.41,119,75,1,4,99.84
Arunachal Pradesh,Itanagar,125638.95,10000.0,52370.0,30964,4,2,5.52,97,88,0,3,105.15
Tamil Nadu,Chennai,160619.0,15000.0,74956.0,24697,3,2,6.32,80,64,1,4,105.38
Punjab,Amritsar,194040.34,15000.0,72161.0,23917,3,3,5.27,115,61,0,5,99.6
Haryana,Ambala,158971.48,10000.0,98862.0,15068,6,0,7.15,66,73,1,5,103.52
Sikkim,Gangtok,214287.95,15000.0,41859.0,17826,5,2,4.21,134,66,1,5,105.55
Kerala,Thiruvananthapuram,116915.51,15000.0,59290.0,35153,5,3,4.18,71,58,1,3,104.57
Uttar Pradesh,Agra,92971.08,20000.0,96495.0,37811,7,0,3.74,118,60,0,5,99.93
Bihar,Bhagalpur,165406.42,10000.0,67954.0,36847,4,1,4.22,61,46,1,5,99.1
Chhattisgarh,Korba,146140.99,,55478.0,15436,3,0,4.38,101,69,0,2,99.62
Madhya Pradesh,Indore,177143.19,10000.0,97680.0,34049,6,4,6.94,70,72,1,2,95.81
Manipur,Imphal,148629.89,15000.0,53522.0,32191,7,1,5.53,92,82,0,2,104.58
Tripura,Dharmanagar,132999.01,15000.0,90330.0,37207,4,1,4.32,104,78,1,5,105.83
Tamil Nadu,Chennai,146253.12,10000.0,51596.0,33057,3,0,6.91,85,84,1,5,95.69
Meghalaya,Jowai,151442.44,10000.0,53362.0,31938,4,0,3.8,103,65,1,1,109.6
Jharkhand,Ranchi,,10000.0,78002.0,28254,3,2,4.64,120,68,1,3,106.81
Tripura,Udaipur,139843.4,10000.0,62275.0,23107,4,2,7.25,90,60,1,4,105.68
Tamil Nadu,Coimbatore,,10000.0,79085.0,29662,4,0,7.37,99,65,0,2,107.53
Meghalaya,Jowai,192833.26,15000.0,102030.0,32007,6,1,4.98,134,68,1,3,108.31
Kerala,Thiruvananthapuram,159701.05,15000.0,72674.0,38992,7,2,6.72,98,69,1,4,99.4
Mizoram,Lunglei,262837.62,15000.0,99416.0,30730,5,2,4.12,109,57,1,1,102.24
Meghalaya,,158035.23,10000.0,79864.0,28743,4,1,7.06,87,67,1,3,104.6
Kerala,Thrissur,,20000.0,89338.0,21990,6,2,6.67,131,53,1,1,108.25
Haryana,Ambala,283533.77,10000.0,39701.0,22741,5,1,6.13,98,70,1,4,105.79
Punjab,Amritsar,170681.32,15000.0,84544.0,34821,7,0,6.85,92,71,1,3,104.72
Assam,,199506.24,10000.0,82241.0,37764,7,0,5.75,91,76,1,2,103.1
Meghalaya,Shillong,179605.15,10000.0,69598.0,18516,4,1,4.83,76,60,0,5,99.78
Madhya Pradesh,Bhopal,181150.55,15000.0,103432.0,19908,3,0,6.16,46,82,0,5,105.72
Tamil Nadu,Coimbatore,176782.7,15000.0,67601.0,35156,7,3,6.16,68,50,0,4,101.78
West Bengal,Siliguri,94895.77,15000.0,50866.0,37745,6,2,5.82,94,56,0,1,96.58
Odisha,Cuttack,168376.45,15000.0,86729.0,26465,4,2,6.65,80,78,0,3,107.09
Haryana,Ambala,83756.93,,53644.0,17909,7,1,3.71,112,61,1,4,105.12
Sikkim,Namchi,141281.86,15000.0,76148.0,25286,4,3,6.06,106,72,1,5,102.41
Chhattisgarh,,113719.13,15000.0,95097.0,26518,3,1,5.81,64,66,1,4,108.27
Punjab,Patiala,167873.51,10000.0,82477.0,18906,7,0,4.38,116,65,1,1,105.9
Haryana,Faridabad,166706.31,10000.0,71289.0,36221,4,1,3.85,107,81,0,5,103.79
Telangana,Nizamabad,174057.29,15000.0,69733.0,23476,6,4,5.38,97,51,0,5,106.44
Kerala,Kozhikode,164364.83,15000.0,93980.0,30550,7,0,4.52,134,70,1,3,107.95
Andhra Pradesh,Nellore,119658.73,15000.0,56701.0,32005,3,3,6.59,107,60,1,4,103.85
Tripura,Kailashahar,136949.83,10000.0,86625.0,27035,5,1,5.46,109,67,0,4,108.14
Rajasthan,Jodhpur,196019.81,20000.0,107904.0,15430,5,1,7.35,89,56,1,3,105.06
Punjab,Ludhiana,,,83151.0,35036,4,0,7.32,106,65,1,3,103.46
Goa,Vasco da Gama,92660.85,15000.0,71429.0,38614,7,1,7.03,83,70,0,5,101.72
Sikkim,Gyalshing,73453.62,20000.0,72599.0,18922,7,2,6.02,109,74,1,2,97.2
Nagaland,Dimapur,113655.53,20000.0,67794.0,28841,3,0,5.89,105,62,1,2,95.25
Haryana,Faridabad,,,65234.0,29707,5,1,4.37,115,58,0,1,98.29
Gujarat,Rajkot,210744.2,15000.0,76766.0,16381,6,1,6.37,95,57,1,1,97.89
Andhra Pradesh,Vijayawada,103764.41,15000.0,85192.0,32955,5,1,7.16,100,76,1,3,98.38
Rajasthan,Kota,165365.47,10000.0,,15331,7,3,4.75,94,64,1,4,100.31
Meghalaya,,241721.57,15000.0,45651.0,18671,6,0,6.87,86,60,1,2,101.93
Kerala,,170765.57,15000.0,38414.0,38224,6,3,5.14,117,72,1,3,107.47
Goa,Vasco da Gama,221075.16,15000.0,99451.0,36661,3,4,7.32,87,65,1,5,100.54
Punjab,Amritsar,199936.33,10000.0,75857.0,38437,4,1,5.09,118,57,1,5,98.5
Arunachal Pradesh,,104490.06,20000.0,76642.0,35262,4,0,6.59,101,63,0,2,109.83
Maharashtra,Nagpur,140500.93,15000.0,82519.0,28185,3,1,6.74,115,64,1,5,109.97
Bihar,Muzaffarpur,151737.72,10000.0,72197.0,30737,7,3,6.35,69,42,1,4,106.45
Andhra Pradesh,Vijayawada,155206.67,15000.0,104627.0,29905,7,2,5.03,103,60,1,2,100.5
Tamil Nadu,Coimbatore,,20000.0,82377.0,16396,4,0,4.12,131,52,0,2,101.07
Nagaland,Tuensang,170434.24,,68285.0,22379,5,0,3.9,79,71,0,1,97.7
Madhya Pradesh,Jabalpur,50000.0,15000.0,69627.0,32763,3,2,3.87,89,66,1,3,98.95
Arunachal Pradesh,Itanagar,84357.99,10000.0,72847.0,22539,5,1,6.58,94,64,0,2,105.12
Himachal Pradesh,Shimla,50000.0,10000.0,63343.0,15726,3,2,5.02,105,81,0,1,103.77
Rajasthan,Udaipur,158768.26,10000.0,100342.0,21562,3,0,5.02,89,71,1,3,101.91
Arunachal Pradesh,Itanagar,162024.38,10000.0,76859.0,24505,4,1,4.31,108,48,0,1,104.3
Uttarakhand,Almora,164161.25,15000.0,,17516,4,2,4.36,119,62,0,3,102.26
Tripura,Udaipur,102053.59,15000.0,81078.0,32788,5,3,5.02,122,64,1,1,109.34
Himachal Pradesh,Manali,183707.2,10000.0,96585.0,18941,7,0,4.35,91,75,1,4,107.84
Andhra Pradesh,Visakhapatnam,185813.12,20000.0,90912.0,35266,6,0,6.04,97,68,1,4,106.4
Karnataka,Mangalore,87242.55,15000.0,63602.0,28630,5,1,6.91,127,68,1,3,96.51
Assam,Jorhat,76698.09,15000.0,58363.0,39946,3,0,6.21,58,70,1,2,102.1
Punjab,Ludhiana,149993.42,15000.0,96409.0,29525,6,0,4.69,92,41,1,5,104.2
Tamil Nadu,Chennai,239589.11,15000.0,50635.0,32245,6,2,4.79,106,53,0,2,96.33
Uttar Pradesh,Varanasi,234987.14,20000.0,80563.0,22278,6,0,5.96,73,75,1,3,108.67
Bihar,,178170.22,15000.0,66472.0,27051,6,2,5.97,91,63,1,5,98.24
Nagaland,Mokokchung,113500.17,15000.0,94704.0,16203,6,3,6.5,107,57,1,5,95.08
Tamil Nadu,Tiruchirapalli,194342.13,15000.0,59178.0,23787,5,2,7.24,94,65,0,1,101.21
Goa,Panaji,127378.79,20000.0,63052.0,30318,4,0,4.4,122,78,0,2,96.87
Assam,Dibrugarh,111624.65,20000.0,84255.0,21227,4,0,4.66,94,63,0,3,105.91
Sikkim,Namchi,50000.0,15000.0,86932.0,15813,3,2,6.38,89,73,1,2,107.67
Karnataka,Mysore,155119.11,10000.0,95393.0,27675,7,2,3.98,96,55,0,1,101.52
Manipur,,118506.63,20000.0,82093.0,25372,5,2,4.47,103,72,1,1,109.6
Sikkim,,154821.52,15000.0,80242.0,38391,6,2,4.42,64,53,0,2,102.72
West Bengal,Durgapur,50000.0,15000.0,90736.0,27945,4,0,4.35,107,35,0,1,102.9
Chhattisgarh,Durg,,15000.0,54440.0,22996,3,2,6.32,71,82,0,4,106.72
Punjab,Jalandhar,,10000.0,61805.0,32848,6,1,4.27,97,62,1,5,97.59
Jharkhand,Jamshedpur,204397.01,10000.0,55698.0,24534,3,1,6.94,62,84,1,5,97.92
Kerala,Kozhikode,176094.56,10000.0,34714.0,22256,6,1,5.75,117,68,1,5,107.42
Manipur,,136066.76,10000.0,87632.0,21910,6,4,5.57,67,66,0,5,95.73
Mizoram,Champhai,178135.99,15000.0,96445.0,34716,4,2,5.05,119,47,1,4,98.95
Jharkhand,Bokaro,101096.29,10000.0,83339.0,17402,4,0,4.44,107,68,0,2,104.0
Goa,Mapusa,,20000.0,80701.0,29825,6,2,4.14,103,87,1,2,104.35
Nagaland,,189738.7,15000.0,76274.0,26514,4,2,4.29,125,70,0,3,104.9
Madhya Pradesh,Jabalpur,50000.0,15000.0,75827.0,18604,5,1,7.25,73,84,1,5,108.85
Assam,Guwahati,127638.78,10000.0,100428.0,34043,6,2,5.98,90,74,1,5,96.97
Telangana,Hyderabad,148867.79,15000.0,98237.0,25902,4,0,5.44,116,68,0,5,100.91
Jharkhand,Jamshedpur,140185.32,10000.0,66224.0,31708,3,2,3.6,143,40,1,4,98.3
Maharashtra,Mumbai,222855.09,15000.0,91632.0,28984,3,1,7.28,109,49,1,2,107.26
Goa,Vasco da Gama,93804.94,20000.0,,18040,3,0,6.5,85,63,1,5,98.01
Assam,Silchar,,15000.0,84755.0,17286,7,1,4.24,97,76,1,1,105.43
Meghalaya,Jowai,54206.55,10000.0,80813.0,32442,3,1,5.15,126,64,1,1,109.95
Gujarat,,225514.33,15000.0,80299.0,39890,3,0,6.02,120,76,0,3,100.99
Punjab,Amritsar,137685.49,15000.0,52769.0,32961,5,2,4.2,54,50,1,2,102.02
Maharashtra,Nagpur,128079.56,10000.0,51439.0,15638,5,0,5.45,102,73,1,1,101.28
Himachal Pradesh,Shimla,147375.87,15000.0,86749.0,20849,7,1,6.34,113,60,1,3,103.16
Manipur,Thoubal,181811.79,20000.0,58494.0,15356,5,2,4.1,98,60,0,1,101.71
Rajasthan,Jodhpur,167368.17,10000.0,54160.0,22253,4,3,4.5,80,69,0,2,105.95
Assam,Guwahati,282394.21,20000.0,43867.0,30050,3,3,5.47,137,39,1,1,95.14
Arunachal Pradesh,Itanagar,172696.79,10000.0,67864.0,38600,4,0,6.29,92,53,1,3,102.05
Uttarakhand,Nainital,126737.73,10000.0,80615.0,21617,7,1,5.75,125,91,1,1,103.63
Arunachal Pradesh,Ziro,121932.16,15000.0,81823.0,15296,4,0,4.35,87,65,1,3,95.46
Assam,Guwahati,130362.05,10000.0,87758.0,38656,4,1,6.79,97,79,1,3,96.62
Nagaland,Tuensang,74908.15,15000.0,69127.0,38088,4,4,5.58,98,54,1,5,100.65
Maharashtra,Nashik,151993.21,10000.0,76609.0,28382,5,1,3.95,116,52,1,5,100.12
Punjab,Patiala,,15000.0,87687.0,29931,3,1,4.41,92,66,1,4,108.81
Nagaland,Tuensang,119331.82,10000.0,81959.0,31364,4,1,7.37,100,58,0,2,95.18
Jharkhand,Bokaro,109631.0,15000.0,66226.0,27461,6,1,6.28,58,66,0,4,107.25
Tripura,Agartala,225797.26,15000.0,79494.0,34889,3,0,4.83,91,73,1,3,95.81
Arunachal Pradesh,Pasighat,78675.84,,45236.0,30274,3,0,4.47,46,84,0,1,107.59
Tripura,Dharmanagar,50000.0,15000.0,75001.0,20786,6,1,5.36,93,63,0,3,101.55
Sikkim,Gangtok,92354.9,15000.0,65723.0,39789,7,2,4.14,92,74,0,5,104.63
Andhra Pradesh,Vijayawada,72978.36,15000.0,97778.0,39421,7,0,4.43,110,67,1,5,97.68
Bihar,Bhagalpur,169311.3,20000.0,60341.0,17202,3,1,6.29,100,61,1,1,106.97
Maharashtra,,131964.77,10000.0,76750.0,31390,5,2,6.92,136,58,1,2,102.3
Andhra Pradesh,Nellore,139015.65,15000.0,68567.0,30842,7,3,3.75,125,67,0,2,95.7
Maharashtra,Nagpur,207646.71,15000.0,66626.0,34436,7,2,5.87,127,58,1,4,106.98
Meghalaya,Nongstoin,115433.26,10000.0,80659.0,34578,4,0,5.88,126,63,0,5,106.11
Sikkim,,188754.47,20000.0,68726.0,34905,4,1,5.03,100,67,1,2,106.49
Maharashtra,Nagpur,225566.14,15000.0,102779.0,29721,7,0,6.64,85,41,0,4,102.09
Punjab,Jalandhar,,15000.0,45381.0,29577,5,2,5.5,109,53,1,3,95.27
Assam,Jorhat,186851.14,15000.0,84467.0,18747,4,0,4.07,70,74,1,5,108.13
Assam,Jorhat,137909.1,15000.0,,35281,5,0,6.02,138,64,1,4,104.52
Himachal Pradesh,Dharamshala,196204.91,,74245.0,37480,3,1,5.9,57,73,1,3,108.34
Goa,Mapusa,71425.54,,79531.0,24990,5,0,7.47,104,54,1,2,98.24
Tripura,Udaipur,67724.39,15000.0,89966.0,24025,4,1,4.38,100,64,1,3,105.43
Madhya Pradesh,Gwalior,130436.61,10000.0,78976.0,26214,6,4,5.93,112,49,1,4,109.2
Rajasthan,Udaipur,105553.76,10000.0,,28165,5,2,5.79,111,78,1,1,109.94
Arunachal Pradesh,Tawang,124164.54,15000.0,75696.0,15557,7,1,4.79,108,78,1,3,99.83
Haryana,Faridabad,139023.67,20000.0,59488.0,33173,5,4,6.56,112,61,1,4,104.84
Rajasthan,Jaipur,186000.68,10000.0,73662.0,29564,5,1,4.99,111,43,0,4,101.18
Arunachal Pradesh,Itanagar,129616.97,10000.0,92293.0,26245,5,4,6.14,65,91,1,3,109.52
Bihar,,,10000.0,68839.0,34252,7,2,5.08,111,74,0,1,100.49
Tripura,Agartala,132424.33,15000.0,58757.0,25797,5,0,6.67,85,71,1,5,100.15
Manipur,,111542.74,20000.0,84291.0,28092,6,3,7.49,89,75,1,2,95.35
Bihar,Patna,103299.72,10000.0,80049.0,30691,7,2,6.25,122,68,0,5,100.31
Madhya Pradesh,Jabalpur,69349.16,10000.0,63436.0,31538,6,0,6.63,78,60,1,2,99.61
West Bengal,Durgapur,153473.91,15000.0,,20912,6,1,3.73,118,53,1,4,96.93
Kerala,Thiruvananthapuram,,20000.0,72274.0,27268,6,1,7.07,62,76,1,2,95.52
West Bengal,Kolkata,198313.94,20000.0,75095.0,29844,7,3,6.83,85,59,1,3,95.23
Madhya Pradesh,Gwalior,77630.2,15000.0,84698.0,22179,4,3,4.05,94,51,1,3,100.68
Maharashtra,Mumbai,122895.82,10000.0,,15187,7,2,5.97,111,59,1,4,100.65
Punjab,Jalandhar,240645.36,15000.0,85473.0,33448,5,2,6.96,104,62,0,2,99.38
Nagaland,Dimapur,103019.52,,66997.0,29283,6,1,6.02,111,69,1,1,101.96
West Bengal,Kolkata,138173.34,,,25879,5,1,7.03,154,68,1,3,108.85
Goa,Panaji,,15000.0,100317.0,28942,6,1,6.34,99,71,0,3,99.45
Karnataka,,82578.62,15000.0,62153.0,22797,6,2,5.26,108,51,1,4,106.67
Arunachal Pradesh,Pasighat,227365.55,,56617.0,26892,5,0,7.33,122,75,0,2,95.61
West Bengal,Durgapur,158551.97,15000.0,89673.0,28192,3,1,7.19,106,67,0,1,108.96
Tamil Nadu,Madurai,156683.94,10000.0,78868.0,35620,6,0,3.77,72,68,1,2,99.79
Odisha,Rourkela,65184.19,15000.0,,34246,3,3,4.14,75,77,1,3,100.29
Odisha,Bhubaneswar,,,65178.0,21274,7,3,5.82,114,60,1,5,101.67
Chhattisgarh,Durg,207871.1,15000.0,73013.0,29713,6,1,5.97,110,69,1,4,99.17
Odisha,,207473.85,20000.0,69827.0,18017,6,0,7.1,105,72,1,1,108.48
Arunachal Pradesh,Pasighat,183416.66,15000.0,79563.0,39465,7,0,4.12,117,38,1,2,95.72
Jharkhand,,93525.72,10000.0,56314.0,38036,5,0,5.01,91,56,0,3,96.05
Tripura,,165656.17,10000.0,73509.0,27681,5,0,7.41,66,72,1,5,100.81
Arunachal Pradesh,,183379.25,,56163.0,32571,3,2,6.94,115,63,0,4,97.47
Karnataka,Bangalore,60277.82,15000.0,67266.0,33299,7,0,7.13,88,47,1,1,106.29
Nagaland,Mokokchung,93936.02,10000.0,73539.0,32371,6,0,3.63,131,60,0,2,98.53
Telangana,Hyderabad,194407.87,,82611.0,26448,3,1,4.38,129,73,1,1,99.26
Manipur,Churachandpur,193802.29,15000.0,83854.0,25498,5,2,5.35,100,67,1,4,98.87
Himachal Pradesh,Manali,72570.85,20000.0,86413.0,30251,6,4,6.99,122,56,0,2,108.49
Tamil Nadu,Madurai,189751.07,15000.0,52758.0,30761,5,2,5.29,98,61,1,3,107.35
Odisha,Cuttack,154765.17,10000.0,93961.0,21576,3,0,4.14,82,48,1,3,103.09
Himachal Pradesh,Manali,189050.45,15000.0,65328.0,39228,5,0,5.95,103,55,1,5,95.03
Assam,,,,66423.0,24545,5,1,7.07,100,57,1,2,99.93
Rajasthan,Jodhpur,182259.17,10000.0,79031.0,25687,7,1,3.77,108,81,1,1,102.16
Himachal Pradesh,Manali,192191.44,20000.0,69944.0,23981,3,0,5.48,94,79,1,5,102.81
West Bengal,Siliguri,132433.25,10000.0,80427.0,17708,6,1,7.42,88,73,1,2,98.7
Maharashtra,Pune,150887.63,15000.0,83210.0,27623,5,0,3.8,74,70,0,2,104.5
Odisha,Rourkela,117573.92,15000.0,63552.0,23681,5,5,5.11,119,49,1,3,97.87
Gujarat,Surat,232581.95,20000.0,72244.0,27706,4,3,4.37,65,47,0,2,102.12
Meghalaya,Nongstoin,143986.4,15000.0,72688.0,35352,3,1,3.97,86,74,0,2,100.76
Meghalaya,,103898.78,15000.0,89374.0,18834,3,0,6.39,71,44,1,3,100.27
West Bengal,Kolkata,114208.7,20000.0,,15007,6,1,3.75,117,65,1,5,100.64
Andhra Pradesh,Vijayawada,156338.53,10000.0,,17930,7,2,7.16,111,52,1,5,101.7
Bihar,Patna,187666.56,10000.0,59675.0,25398,6,1,7.3,116,68,1,2,98.68
Bihar,Patna,83208.66,10000.0,61357.0,23964,3,2,5.82,121,65,1,4,98.72
Gujarat,Surat,242383.0,15000.0,54740.0,36631,5,0,5.98,70,70,1,3,98.09
Haryana,Faridabad,165433.76,15000.0,64454.0,32202,7,1,7.13,86,53,1,5,104.98
Mizoram,Serchhip,173322.8,20000.0,98903.0,30715,7,2,5.79,99,62,1,4,98.83
Chhattisgarh,Raipur,145140.52,15000.0,85363.0,32390,3,1,4.33,79,54,1,3,95.39
Gujarat,Rajkot,150962.95,10000.0,94160.0,36420,3,1,4.93,95,66,1,2,101.54
West Bengal,Siliguri,142585.84,20000.0,60747.0,38458,6,1,5.46,116,74,1,3,102.42
Punjab,Jalandhar,200889.8,10000.0,45784.0,31927,4,0,6.33,97,79,1,4,109.36
Punjab,Patiala,149603.57,20000.0,79745.0,25183,3,3,5.36,110,42,1,3,104.47
Bihar,Muzaffarpur,188352.51,10000.0,102803.0,37933,3,0,7.29,108,75,1,1,96.59
West Bengal,Kolkata,128307.62,10000.0,67719.0,30493,6,3,5.89,116,82,0,2,101.76
Goa,,159782.03,15000.0,76527.0,33480,3,4,5.67,113,39,0,3,106.23
Gujarat,Vadodara,109803.98,10000.0,51456.0,19091,6,1,6.6,111,57,0,4,107.42
Nagaland,Tuensang,210826.41,10000.0,75423.0,15778,3,2,4.32,119,54,1,1,104.37
Chhattisgarh,Durg,108312.64,15000.0,73125.0,37086,5,2,5.53,125,59,1,2,108.45
Punjab,,133751.03,10000.0,43604.0,33499,3,1,3.57,98,77,1,1,103.0
Assam,Jorhat,134251.98,10000.0,59439.0,39743,4,1,5.27,93,48,0,1,100.71
Gujarat,Ahmedabad,,10000.0,58249.0,30864,7,3,4.11,127,51,0,5,102.29
Uttarakhand,,,15000.0,51304.0,34361,6,0,6.7,90,55,1,5,95.71
West Bengal,Howrah,134167.11,15000.0,64127.0,27023,4,0,5.01,113,87,1,5,95.15
Sikkim,Gangtok,219696.23,10000.0,82631.0,16898,6,0,5.37,75,54,1,2,104.05
Maharashtra,Mumbai,109076.25,15000.0,65502.0,33535,4,4,3.63,86,63,1,2,98.43
Gujarat,Rajkot,158468.87,15000.0,92227.0,32109,6,2,3.63,124,52,0,4,101.2
Chhattisgarh,,,15000.0,69558.0,26421,6,2,4.55,114,64,1,3,105.31
Sikkim,Gangtok,171048.64,15000.0,79893.0,29449,7,0,6.3,125,61,1,3,100.71
Chhattisgarh,Durg,149202.51,10000.0,82462.0,28757,3,1,6.52,83,61,1,1,104.96
Tamil Nadu,Chennai,142246.9,15000.0,98008.0,37845,6,1,7.47,106,53,0,4,101.39
Arunachal Pradesh,Pasighat,209423.75,20000.0,64258.0,34109,6,0,6.63,113,70,1,5,95.44
Uttarakhand,Almora,117282.91,15000.0,81635.0,23733,7,4,6.08,73,83,1,3,107.65
Rajasthan,Udaipur,179325.76,10000.0,60800.0,22199,6,3,6.3,81,44,1,2,106.78
Sikkim,Namchi,111552.0,10000.0,100831.0,36619,6,0,5.1,92,55,1,5,104.17
Goa,Vasco da Gama,155634.26,20000.0,59404.0,16432,5,1,7.36,87,70,1,3,102.43
Manipur,Thoubal,90221.23,15000.0,80755.0,38033,5,1,5.97,121,70,1,2,96.46
Rajasthan,Jodhpur,116874.14,15000.0,98391.0,30212,5,2,3.58,80,65,0,2,105.09
Jharkhand,Dhanbad,145892.85,10000.0,57052.0,39150,7,0,4.89,103,86,1,5,95.0
Tamil Nadu,Madurai,240732.46,20000.0,83926.0,16547,6,1,4.06,135,55,0,5,100.27
Uttar Pradesh,Varanasi,155040.19,15000.0,60108.0,19360,7,0,4.44,86,64,0,2,102.91
Telangana,Nizamabad,232733.42,15000.0,109925.0,24596,7,1,5.76,123,68,1,4,105.84
Gujarat,,161016.16,15000.0,46629.0,17980,4,1,5.26,87,81,1,2,100.48
Chhattisgarh,Raipur,130645.79,15000.0,52240.0,31656,3,0,5.3,99,62,0,2,104.07
Andhra Pradesh,Guntur,,10000.0,58177.0,39482,4,1,5.22,54,54,1,2,95.96
Madhya Pradesh,Indore,171850.88,10000.0,58660.0,21642,3,0,4.3,114,60,0,5,105.68
Rajasthan,Jodhpur,117863.92,20000.0,82813.0,20102,4,2,3.93,124,67,1,5,97.98
Uttar Pradesh,Kanpur,173528.57,20000.0,101995.0,15368,6,0,5.24,116,60,1,2,95.08
Nagaland,Mokokchung,135370.26,20000.0,92326.0,37493,7,1,4.58,103,44,0,2,104.7
Madhya Pradesh,Jabalpur,50548.29,15000.0,78508.0,23568,4,1,4.73,94,64,0,1,95.93
Rajasthan,Kota,196798.66,20000.0,75143.0,16083,4,0,3.92,103,76,0,4,101.77
Rajasthan,Udaipur,204746.7,20000.0,65904.0,32155,6,0,6.61,121,68,0,2,107.87
Nagaland,Tuensang,241897.1,15000.0,80866.0,39003,7,3,3.75,39,52,0,2,100.47
Chhattisgarh,Durg,171107.18,15000.0,71867.0,17007,3,1,6.31,82,60,0,1,104.83
Madhya Pradesh,,137563.83,15000.0,,18970,4,0,6.03,112,69,1,5,108.36
Bihar,,191749.47,15000.0,63886.0,20256,3,1,3.68,93,59,1,3,105.99
Mizoram,Lunglei,192491.02,15000.0,56972.0,21922,5,1,6.82,100,51,1,1,102.84
Assam,Silchar,231914.06,20000.0,75382.0,23159,4,3,5.8,122,54,1,5,100.8
Mizoram,Serchhip,147768.62,10000.0,75050.0,24715,7,2,6.38,106,87,1,5,108.52
West Bengal,Kolkata,141721.05,15000.0,66061.0,32662,5,2,5.84,96,78,1,1,98.78
Karnataka,Mysore,114222.78,15000.0,63502.0,25044,5,0,4.47,115,69,0,4,103.49
Rajasthan,Udaipur,176873.1,10000.0,83376.0,21631,4,1,4.72,111,62,1,5,107.61
Punjab,Patiala,72586.92,15000.0,81824.0,32121,4,3,7.49,91,53,1,3,98.4
Tamil Nadu,Coimbatore,188804.37,,103148.0,34823,5,3,6.73,109,81,0,4,101.77
Rajasthan,Kota,179391.76,15000.0,95713.0,36601,4,1,6.85,100,61,0,1,106.94
Uttar Pradesh,Varanasi,179253.51,25000.0,57092.0,35504,7,0,4.54,86,52,1,5,102.25
Bihar,Bhagalpur,156911.26,15000.0,,25708,7,0,6.63,60,66,0,5,102.67
Arunachal Pradesh,Ziro,226648.91,15000.0,54528.0,37077,5,3,4.87,92,82,1,2,102.04
